School Code,School Name,School Type,Sch type - reg/ VJ,School Shift,Nov 1,Nov 2,Nov 3,Nov 4,Nov 5,Nov 6,Nov 7,Nov 8,Nov 9,Nov 10,Nov 11,Nov 12,Nov 13,Nov 14,Nov 15,Nov 16,Nov 17,Nov 18,Nov 19,Nov 20,Nov 21,Nov 22,Nov 23,Nov 24,Nov 25,Nov 26,Nov 27,Nov 28,Nov 29,Nov 30
2610024556,Jyoti Academy,Weekly,Regular school,Double Shift,,V,,,,,-,,,V,,,,-,,V,,,,,-,,,V,,,,-,,
5558001486,Utkarsh Model School,Weekly,Regular school,Single shift,,,V,,,,-,,,,V,,,-,,,V,,,,-,,,,V,,,-,,
8930054905,Pragati Senior Secondary School,Two days a week,Regular school,Double Shift,,V,,,,V,-,V,,,,,V,-,,V,,,,V,-,V,,,,,V,-,,
1712704439,Navchetna Public School,Two days a week,Regular school,Double Shift,,V,V,,,,-,,V,V,,,,-,,V,V,,,,-,,V,V,,,,-,,
1979699685,Jyoti Public School,Once in two weeks,Regular school,Single shift,,,,,,,-,,,V,,,,-,,,,,,,-,,,,V,,,-,,
3882030518,Navchetna Public School,Monthly,Regular school,Double Shift,,,,,,,-,,,,V,,,-,,,,,,,-,,,,,,,-,,
2735404966,Sankalp Model School,Once in two weeks,Regular school,Double Shift,,,,,,,-,,,,V,,,-,,,,,,,-,,,,,V,,-,,
5622882857,Gyan Model School,Monthly,Regular school,Single shift,,,,,,,-,,,,,V,,-,,,,,,,-,,,,,,,-,,
5668767756,Adarsh Senior Secondary School,Daily,Vidya Jyoti school,Double Shift,V,V,V,V,V,-,-,V,V,V,V,V,-,-,V,V,V,V,V,-,-,V,V,V,V,V,-,-,V,V
3909739037,Adarsh Senior Secondary School,Weekly,Vidya Jyoti school,Double Shift,,V,,,,-,-,,,V,,,-,-,,V,,,,-,-,,,V,,,-,-,,
1599694876,Ujjwal Academy,Once in two weeks,Regular school,Double Shift,,,,,,,-,,,,,V,,-,,,,,,,-,,,,,,V,-,,
1129160606,Pragati Vidyalaya,Two days a week,Regular school,Double Shift,,V,V,,,,-,,V,V,,,,-,,V,V,,,,-,,V,V,,,,-,,
2138734832,Aarohan High School,Weekly,Regular school,Single shift,,,,,V,,-,,,,,,V,-,,,,,V,,-,,,,,,V,-,,
1102526151,Adarsh Academy,Once in two weeks,Regular school,Double Shift,,,,,,,-,,,,,,V,-,,,V,,,,-,,,,,,,-,,
2678887886,Shanti Model School,Daily,Regular school,Double Shift,V,V,V,V,V,V,-,V,V,V,V,V,V,-,V,V,V,V,V,V,-,V,V,V,V,V,V,-,V,V
8364666747,Shanti High School,Once in two weeks,Vidya Jyoti school,Double Shift,,,,,V,-,-,,,,,,-,-,,,,,,-,-,,V,,,,-,-,,
6159349703,Shanti Academy,Once in two weeks,Regular school,Double Shift,,,V,,,,-,,,,,,,-,,,,V,,,-,,,,,,,-,,
2336189804,Aarohan High School,Once in two weeks,Regular school,Double Shift,,,V,,,,-,,,,,,,-,,,,V,,,-,,,,,,,-,,
5438023404,Pragati High School,Once in two weeks,Regular school,Double Shift,,,,V,,,-,,,,,,,-,,,,,V,,-,,,,,,,-,,
4540210900,Navchetna Senior Secondary School,Once in two weeks,Regular school,Double Shift,,,,,V,,-,,,,,,,-,,,,,,V,-,,,,,,,-,,
4219553772,Pragati Model School,Once in two weeks,Vidya Jyoti school,Single shift,,,,,,-,-,,,,,V,-,-,,,V,,,-,-,,,,,,-,-,,
3762150962,Sankalp Academy,Once in two weeks,Regular school,Double Shift,,,,,,,-,,,V,,,,-,,,,,,,-,,V,,,,,-,,
9390116783,Gyan Senior Secondary School,Once in two weeks,Vidya Jyoti school,Double Shift,,,V,,,-,-,,,,,,-,-,,,,V,,-,-,,,,,,-,-,,
7739420577,Gyan Public School,Weekly,Regular school,Single shift,,,,,,V,-,V,,,,,,-,,,,,,V,-,V,,,,,,-,,
5017602161,Navchetna Model School,Weekly,Regular school,Double Shift,V,,,,,,-,,V,,,,,-,V,,,,,,-,,V,,,,,-,,
5433168176,Ujjwal High School,Once in two weeks,Regular school,Single shift,,,,,,,-,,,V,,,,-,,,,,,,-,,,,V,,,-,,
4442121860,Shanti High School,Weekly,Regular school,Single shift,,V,,,,,-,,,V,,,,-,,V,,,,,-,,,V,,,,-,,
2051885730,Aarohan Model School,Once in two weeks,Vidya Jyoti school,Double Shift,,,,V,,-,-,,,,,,-,-,,,,,V,-,-,,,,,,-,-,,
1220529005,Navchetna High School,Weekly,Regular school,Single shift,,,V,,,,-,,,,V,,,-,,,V,,,,-,,,,V,,,-,,
6798634435,Utkarsh Public School,Weekly,Regular school,Single shift,,,,V,,,-,,,,,V,,-,,,,V,,,-,,,,,V,,-,,
3511485941,Sankalp Public School,Weekly,Regular school,Single shift,,,,,V,,-,,,,,,V,-,,,,,V,,-,,,,,,V,-,,
6229896273,Adarsh Model School,Once in two weeks,Regular school,Double Shift,,,,,,,-,,,,,V,,-,,,,,,,-,,,,,,V,-,,
9815076802,Navchetna Public School,Once in two weeks,Regular school,Single shift,,,,,,,-,,,,,,V,-,,,V,,,,-,,,,,,,-,,
2369386842,Shanti Senior Secondary School,Weekly,Regular school,Single shift,,,,,,V,-,V,,,,,,-,,,,,,V,-,V,,,,,,-,,
4119895660,Navchetna Senior Secondary School,Weekly,Regular school,Single shift,V,,,,,,-,,V,,,,,-,V,,,,,,-,,V,,,,,-,,
3857539731,Shanti Vidyalaya,Weekly,Regular school,Double Shift,,V,,,,,-,,,V,,,,-,,V,,,,,-,,,V,,,,-,,
1927757212,Adarsh High School,Once in two weeks,Regular school,Double Shift,,,V,,,,-,,,,,,,-,,,,V,,,-,,,,,,,-,,
1530813530,Sankalp Public School,Once in two weeks,Regular school,Double Shift,,,V,,,,-,,,,,,,-,,,,V,,,-,,,,,,,-,,
3962986729,Ujjwal High School,Daily,Regular school,Single shift,V,V,V,V,V,V,-,V,V,V,V,V,V,-,V,V,V,V,V,V,-,V,V,V,V,V,V,-,V,V
8025086501,Navchetna Academy,Daily,Regular school,Single shift,V,V,V,V,V,V,-,V,V,V,V,V,V,-,V,V,V,V,V,V,-,V,V,V,V,V,V,-,V,V
6976311732,Adarsh Senior Secondary School,Daily,Vidya Jyoti school,Double Shift,V,V,V,V,V,-,-,V,V,V,V,V,-,-,V,V,V,V,V,-,-,V,V,V,V,V,-,-,V,V
1295062330,Utkarsh High School,Two days a week,Regular school,Single shift,,V,V,,,,-,,V,V,,,,-,,V,V,,,,-,,V,V,,,,-,,
1167355528,Navchetna Public School,Once in two weeks,Regular school,Single shift,,,V,,,,-,,,,,,,-,,,,V,,,-,,,,,,,-,,
5768344634,Vidya Vidyalaya,Once in two weeks,Vidya Jyoti school,Double Shift,,,,,,-,-,,,,,V,-,-,,,V,,,-,-,,,,,,-,-,,
4103965561,Utkarsh Vidyalaya,Once in two weeks,Regular school,Double Shift,,,,,V,,-,,,,,,,-,,,,,,V,-,,,,,,,-,,
3284746507,Shanti Model School,Weekly,Regular school,Double Shift,,,V,,,,-,,,,V,,,-,,,V,,,,-,,,,V,,,-,,
9032276211,Ujjwal Vidyalaya,Weekly,Regular school,Double Shift,,,,V,,,-,,,,,V,,-,,,,V,,,-,,,,,V,,-,,
8264475036,Utkarsh Academy,Weekly,Vidya Jyoti school,Single shift,,,,,V,-,-,V,,,,,-,-,,,,,V,-,-,V,,,,,-,-,,
6759584108,Ujjwal Vidyalaya,Weekly,Regular school,Double Shift,,,,,,V,-,V,,,,,,-,,,,,,V,-,V,,,,,,-,,
1961774096,Ujjwal Model School,Once in two weeks,Regular school,Single shift,,,,,,V,-,,,,,,,-,,,,,,,-,,,V,,,,-,,
5507127989,Saraswati Senior Secondary School,Two days a week,Regular school,Single shift,,V,,V,,,-,,V,,V,,,-,,V,,V,,,-,,V,,V,,,-,,
8258184772,Adarsh Academy,Once in two weeks,Regular school,Single shift,,,,,,,-,,,V,,,,-,,,,,,,-,,,,V,,,-,,
1129499027,Jyoti Senior Secondary School,Once in two weeks,Regular school,Single shift,,,,,,,-,,,V,,,,-,,,,,,,-,,,,V,,,-,,
3134427026,Utkarsh Academy,Weekly,Regular school,Single shift,V,,,,,,-,,V,,,,,-,V,,,,,,-,,V,,,,,-,,
4155953183,Navchetna Senior Secondary School,Once in two weeks,Regular school,Single shift,,,,,,,-,,,V,,,,-,,,,,,,-,,,,V,,,-,,
7927159519,Vidya Model School,Once in two weeks,Regular school,Single shift,,,,,,,-,,,,V,,,-,,,,,,,-,,,,,V,,-,,
2616334086,Gyan Vidyalaya,Two days a week,Regular school,Single shift,,V,,,V,,-,,V,,,V,,-,,V,,,V,,-,,V,,,V,,-,,
2743125808,Saraswati Public School,Weekly,Vidya Jyoti school,Double Shift,,,V,,,-,-,,,,V,,-,-,,,V,,,-,-,,,,V,,-,-,,
2007829427,Sankalp Senior Secondary School,Weekly,Vidya Jyoti school,Double Shift,,,,V,,-,-,,,,,V,-,-,,,,V,,-,-,,,,,V,-,-,,
3287839768,Ujjwal Public School,Weekly,Regular school,Single shift,,,,V,,,-,,,,,V,,-,,,,V,,,-,,,,,V,,-,,
6532603059,Sankalp Vidyalaya,Once in two weeks,Vidya Jyoti school,Double Shift,,,,,,-,-,,,V,,,-,-,,,,,,-,-,,,,V,,-,-,,
9954808299,Utkarsh Public School,Once in two weeks,Regular school,Double Shift,,,,,,,-,,,,,,V,-,,,V,,,,-,,,,,,,-,,
4670952653,Utkarsh Public School,Weekly,Regular school,Double Shift,,,,,V,,-,,,,,,V,-,,,,,V,,-,,,,,,V,-,,
5490886562,Gyan Academy,Weekly,Vidya Jyoti school,Double Shift,,V,,,,-,-,,,V,,,-,-,,V,,,,-,-,,,V,,,-,-,,
5310887264,Aarohan High School,Weekly,Regular school,Double Shift,V,,,,,,-,,V,,,,,-,V,,,,,,-,,V,,,,,-,,
1236247398,Vidya Senior Secondary School,Weekly,Regular school,Single shift,,V,,,,,-,,,V,,,,-,,V,,,,,-,,,V,,,,-,,
6387324959,Ujjwal Academy,Weekly,Regular school,Double Shift,,,V,,,,-,,,,V,,,-,,,V,,,,-,,,,V,,,-,,
5887363677,Adarsh Vidyalaya,Weekly,Regular school,Single shift,,,,V,,,-,,,,,V,,-,,,,V,,,-,,,,,V,,-,,
5479476323,Navchetna Vidyalaya,Two days a week,Regular school,Single shift,,V,,,,V,-,,V,,,,V,-,,V,,,,V,-,,V,,,,V,-,,
2644627546,Utkarsh Vidyalaya,Weekly,Regular school,Single shift,,,,,V,,-,,,,,,V,-,,,,,V,,-,,,,,,V,-,,
1277794351,Aarohan Vidyalaya,Once in two weeks,Regular school,Single shift,,,V,,,,-,,,,,,,-,,,,V,,,-,,,,,,,-,,
6023629188,Aarohan Vidyalaya,Once in two weeks,Regular school,Single shift,,,V,,,,-,,,,,,,-,,,,V,,,-,,,,,,,-,,
8950720091,Saraswati Model School,Two days a week,Regular school,Double Shift,,V,V,,,,-,,V,V,,,,-,,V,V,,,,-,,V,V,,,,-,,
6212222177,Pragati Public School,Weekly,Regular school,Single shift,,,,,,V,-,V,,,,,,-,,,,,,V,-,V,,,,,,-,,
7456400473,Aarohan Public School,Daily,Vidya Jyoti school,Double Shift,V,V,V,V,V,-,-,V,V,V,V,V,-,-,V,V,V,V,V,-,-,V,V,V,V,V,-,-,V,V
6961069209,Shanti Academy,Once in two weeks,Regular school,Single shift,,,V,,,,-,,,,,,,-,,,,V,,,-,,,,,,,-,,
8826256320,Gyan Model School,Once in two weeks,Regular school,Single shift,,,,V,,,-,,,,,,,-,,,,,V,,-,,,,,,,-,,
1941846480,Navchetna High School,Once in two weeks,Vidya Jyoti school,Double Shift,,,V,,,-,-,,,,,,-,-,,,,V,,-,-,,,,,,-,-,,
4317242613,Adarsh Senior Secondary School,Weekly,Regular school,Double Shift,V,,,,,,-,,V,,,,,-,V,,,,,,-,,V,,,,,-,,
2420341542,Gyan Senior Secondary School,Two days a week,Regular school,Double Shift,,V,V,,,,-,,V,V,,,,-,,V,V,,,,-,,V,V,,,,-,,
2254126850,Aarohan Academy,Once in two weeks,Vidya Jyoti school,Single shift,,,,V,,-,-,,,,,,-,-,,,,,V,-,-,,,,,,-,-,,
3562153960,Ujjwal Vidyalaya,Once in two weeks,Regular school,Double Shift,,,,,,,-,,,V,,,,-,,,,,,,-,,,,V,,,-,,
2731992797,Sankalp Public School,Once in two weeks,Regular school,Double Shift,,,,,,,-,,,V,,,,-,,,,,,,-,,,,V,,,-,,
2724658805,Sankalp Model School,Once in two weeks,Regular school,Double Shift,,,,,,,-,,,V,,,,-,,,,,,,-,,,,V,,,-,,
7658811817,Gyan Model School,Weekly,Regular school,Double Shift,,V,,,,,-,,,V,,,,-,,V,,,,,-,,,V,,,,-,,
2452212347,Vidya Public School,Weekly,Vidya Jyoti school,Double Shift,V,,,,,-,-,,V,,,,-,-,V,,,,,-,-,,V,,,,-,-,,
3581047297,Vidya Vidyalaya,Weekly,Regular school,Single shift,,,,V,,,-,,,,,V,,-,,,,V,,,-,,,,,V,,-,,
5867499902,Gyan Vidyalaya,Monthly,Regular school,Single shift,,,,,,,-,,,,,,V,-,,,,,,,-,,,,,,,-,,
1087929413,Utkarsh Model School,Monthly,Regular school,Single shift,,,,,,,-,,,,,,,-,,,V,,,,-,,,,,,,-,,
1692736479,Aarohan Vidyalaya,Monthly,Vidya Jyoti school,,,,,,,-,-,,,,,,-,-,,,,V,,-,-,,,,,,-,-,,
8993770851,Vidya Senior Secondary School,Monthly,Vidya Jyoti school,Single shift,,,,,,-,-,,,,,,-,-,,,,,V,-,-,,,,,,-,-,,
8454438587,Aarohan Public School,Monthly,Regular school,Double Shift,,,,,,,-,,,,,,,-,,,,V,,,-,,,,,,,-,,
7626933587,Sankalp Senior Secondary School,Monthly,Vidya Jyoti school,Double Shift,,,,,,-,-,,,,,,-,-,,,,,,-,-,,,V,,,-,-,,
8804568099,Shanti Vidyalaya,Monthly,Regular school,Single shift,,,,,,,-,,,,,,,-,,,,,,V,-,,,,,,,-,,
7880240981,Navchetna Academy,Monthly,Regular school,Double Shift,,,,,,,-,,,,,,,-,,,,,,,-,,,V,,,,-,,
7644404395,Jyoti Academy,Monthly,Regular school,Double Shift,,,,,,,-,,,,,,,-,,,,,,,-,,,V,,,,-,,
7485231922,Adarsh Public School,Monthly,Regular school,Double Shift,,,,,,,-,,,,,,,-,,,,,,,-,,,V,,,,-,,
1754362876,Adarsh Senior Secondary School,Monthly,Regular school,Single shift,,,,,,,-,,,,,,,-,,,,,,,-,,,,V,,,-,,
1075062092,Saraswati Academy,Monthly,Regular school,Single shift,,,,,,,-,,,,,,,-,,,,,,,-,,,,,V,,-,,
5769479368,Vidya Senior Secondary School,Monthly,Regular school,Single shift,,,,,,,-,,,,,,,-,,,,,,,-,,,,,,V,-,,
8255894601,Sankalp Academy,Monthly,Regular school,Single shift,,,,,,,-,,,,,,,-,,,,,,,-,,,,,,,-,V,
4189218107,Gyan Public School,Monthly,Regular school,Double Shift,,,,,,,-,,,,,,,-,,,,,,,-,,,,,,,-,,V
4683504059,Adarsh High School,Monthly,Regular school,Double Shift,,,,V,,,-,,,,,,,-,,,,,,,-,,,,,,,-,,
5528732072,Aarohan Model School,Monthly,Vidya Jyoti school,Double Shift,,,,,,-,-,,,V,,,-,-,,,,,,-,-,,,,,,-,-,,
8075628418,Vidya Public School,Monthly,Regular school,Double Shift,,,,V,,,-,,,,,,,-,,,,,,,-,,,,,,,-,,
8823715267,Shanti Model School,Monthly,Vidya Jyoti school,Double Shift,,,,,,-,-,,,V,,,-,-,,,,,,-,-,,,,,,-,-,,
2884403123,Pragati Academy,Monthly,Regular school,Double Shift,,,,,V,,-,,,,,,,-,,,,,,,-,,,,,,,-,,
9760125393,Gyan High School,Weekly,Regular school,Double Shift,,,,,V,,-,,,,,,V,-,,,,,V,,-,,,,,,V,-,,
4308497132,Aarohan Public School,Monthly,Regular school,Double Shift,,,,,,V,-,,,,,,,-,,,,,,,-,,,,,,,-,,
9191997411,Gyan Model School,Monthly,Regular school,Single shift,,,,,,,-,,,V,,,,-,,,,,,,-,,,,,,,-,,
4938966868,Adarsh Vidyalaya,Monthly,Regular school,Double Shift,,,,,,,-,,,V,,,,-,,,,,,,-,,,,,,,-,,
8701740835,Saraswati Academy,Monthly,Regular school,Double Shift,,,,,,,-,,,V,,,,-,,,,,,,-,,,,,,,-,,
7990001718,Aarohan Model School,Monthly,Regular school,Single shift,,,,,,,-,,,,V,,,-,,,,,,,-,,,,,,,-,,
2658997442,Pragati Academy,Monthly,Regular school,Single shift,,,,,,,-,,,,,V,,-,,,,,,,-,,,,,,,-,,
1182644182,Pragati Public School,Monthly,Regular school,Single shift,,,,,,,-,,,,,,V,-,,,,,,,-,,,,,,,-,,
4329397636,Pragati Public School,Monthly,Regular school,Double Shift,,,,,,,-,,,,,,,-,,,V,,,,-,,,,,,,-,,
9625968029,Vidya Senior Secondary School,Monthly,Regular school,Single shift,,,,,,,-,,,,,,,-,,,V,,,,-,,,,,,,-,,
6751109401,Sankalp High School,Monthly,Regular school,Single shift,,,,,,,-,,,,,,,-,,,V,,,,-,,,,,,,-,,
4450667405,Vidya Vidyalaya,Monthly,Regular school,Single shift,,,,,,,-,,,,,,,-,,,,V,,,-,,,,,,,-,,
7715916634,Shanti Public School,Monthly,Regular school,Double Shift,,,,,,,-,,,,,,,-,,,,,V,,-,,,,,,,-,,
3254138509,Navchetna Public School,Monthly,Regular school,Double Shift,,,,,,,-,,,,,,,-,,,,,,V,-,,,,,,,-,,
3125577208,Utkarsh Public School,Monthly,Regular school,Single shift,,,,,,,-,,,,,,,-,,,,,,,-,,,V,,,,-,,
2874574329,Utkarsh High School,Monthly,Regular school,Single shift,,,,,,,-,,,,,,,-,,,,,,,-,,,V,,,,-,,
7677069434,Ujjwal Vidyalaya,Monthly,Regular school,Single shift,,,,,,,-,,,,,,,-,,,,,,,-,,,V,,,,-,,
1309374288,Saraswati Vidyalaya,Monthly,Regular school,Double Shift,,,,,,,-,,,,,,,-,,,,,,,-,,,,V,,,-,,
8559832655,Gyan Public School,Monthly,Regular school,Single shift,,,,,,,-,,,,,,,-,,,,,,,-,,,,,V,,-,,
2078491163,Utkarsh Model School,Monthly,Regular school,Double Shift,,,,,,,-,,,,,,,-,,,,,,,-,,,,,,V,-,,
